Year,Type,Fund_Name,Assets,Liabilities,Active_Male,Active_Female,Retired_Members,Active_Members,Position,Funding
2016,Fire,Niles Firefighters Pension Fund,30176502.68,72252680.26,3,1,0,4,-42076177.58,0.417652364
2016,Fire,Normal Firefighters Pension Fund,29392507.85,52036933.28,45,2,34,47,-22644425.43,0.564839355
2016,Fire,North Aurora FPD Firefighters Pension Fund,7674160.92,9128636.33,65,0,24,65,-1454475.41,0.840668928
2016,Fire,North Chicago Firefighters Pension Fund,9409281.22,26649027.74,26,1,1,27,-17239746.52,0.353081595
2016,Fire,North Maine FPD Firefighters Pension Fund,21061054.14,31334200.73,29,5,23,34,-10273146.59,0.672142696
2016,Fire,North Park FPD Firefighter's Pension Fund,108988.86,21534.89,32,0,7,32,87453.97,5.0610363
2016,Fire,North Riverside Firefighters Pension Fund,8824475.47,24306295.47,0,0,0,0,-15481820,0.363053082
2016,Fire,Northbrook Firefighters Pension Fund,47672809.45,82420219.76,14,0,11,14,-34747410.31,0.578411579
2016,Fire,Northlake FPD Firefighters Pension Fund,13881536.96,17399386.36,69,1,34,70,-3517849.4,0.797817617
2016,Fire,Northwest Homer FPD Firefighters Pension Fund,3536269.26,4969603.99,16,1,7,17,-1433334.73,0.711579689
2016,Fire,Northwest St Clair County FPD Firefighters Pension,698226.86,959748.19,10,0,2,10,-261521.33,0.727510473
2016,Fire,Norwood Park FPD Firefighters Pension Fund,15520937.25,30792124.77,1,0,1,1,-15271187.52,0.504055416
2016,Fire,Nunda Rural FPD Firefighters Pension Fund,6767.13,252251.91,22,0,13,22,-245484.78,0.026826873
2016,Fire,Oak Brook Firefighters Pension Fund,26190149.34,46861047.32,0,0,0,0,-20670897.98,0.558889543
2016,Fire,Oak Forest Firefighters Pension Fund,20168560.72,27313468.83,30,2,22,32,-7144908.11,0.738410813
2016,Fire,Oak Lawn Firefighters Pension Fund,74534874.57,129532924.8,26,0,9,26,-54998050.22,0.575412581
2016,Fire,Oak Park Firefighters Pension Fund,45441706.09,106087864.1,70,1,81,71,-60646158,0.428340286
2016,Fire,Oakbrook Terrace Fire Protection District,2018057.53,4280021.28,59,2,65,61,-2261963.75,0.471506424
2016,Fire,Olney Firefighters Pension Fund,2290181.68,4065932.89,1,0,0,1,-1775751.21,0.563261063
2016,Fire,Orland FPD Firefighters Pension Fund,144031354,141681922.3,4,0,3,4,2349431.65,1.016582438
2016,Fire,Oswego FPD Firefighters Pension Fund,13025014.52,13657128.17,112,1,33,113,-632113.65,0.953715478
2016,Fire,Ottawa Firefighters Pension Fund,13518880.79,29460337.12,62,0,1,62,-15941456.33,0.458884117
2016,Fire,Palatine Firefighters Pension Fund,65772585.13,114723598.5,29,0,22,29,-48951013.35,0.573313477
2016,Fire,Palatine Rural FPD Firefighters Pension Fund,11895185.36,14433181.26,91,0,54,91,-2537995.9,0.824155475
2016,Fire,Palos Fire Protection District Pension Fund,15601418.99,18219631.28,17,0,4,17,-2618212.29,0.856297186
2016,Fire,Palos Heights FPD Pension Fund,10035080.48,15331376.33,28,0,3,28,-5296295.85,0.654545311
2016,Fire,Paris Firefighters Pension Fund,5875505.26,10989204.44,22,0,5,22,-5113699.18,0.534661567
2016,Fire,Park Forest Firefighters Pension Fund,12338010.53,25226409.99,14,0,16,14,-12888399.46,0.489091018
2016,Fire,Park Ridge Firefighters Pension Fund,42928295.77,62675809.18,23,2,14,25,-19747513.41,0.684926072
2016,Fire,Pekin Firefighters Pension Fund,23372962.52,59765558.77,49,0,35,49,-36392596.25,0.391077453
2016,Fire,Peoria Firefighters Pension Fund,133392658.6,244683928.8,52,0,45,52,-111291270.2,0.545163139
2016,Fire,Peotone FPD Firefighters Pension Fund,1553396.64,1498473.09,206,1,111,207,54923.55,1.036653011
2016,Fire,Peru Firefighters Pension Fund,2280874.47,3475855.53,2,0,1,2,-1194981.06,0.656205199
2016,Fire,Pingree Grove & Countryside FPD Firefighter's Pens,977805.39,2872114.54,4,0,1,4,-1894309.15,0.340447909
2016,Fire,Plainfield FPD Firefighters Pension Fund,19308672.87,14713129.91,5,0,0,5,4595542.96,1.312342988
2016,Fire,Pleasantview FPD,34650347.73,58173576.15,55,1,1,56,-23523228.42,0.59563723
2016,Fire,Pontiac Firefighters Pension Fund,4688445.48,8407522.68,38,0,28,38,-3719077.2,0.557648865
2016,Fire,Posen Firefighters Pension Fund,298310.9,1273710.72,13,0,5,13,-975399.82,0.234206163
2016,Fire,Princeton Firefighters Pension Fund,7038238.69,9982230.05,0,0,0,0,-2943991.36,0.705076787
2016,Fire,Prospect Heights FPD Firefighters Pension Fund,4436894.44,6004783.26,13,0,8,13,-1567888.82,0.738893354
2016,Fire,Quincy Firefighters Pension Fund,28280881.85,65358682.12,15,0,0,15,-37077800.27,0.432702756
2016,Fire,River Forest Firefighters Pension Fund,15720216.43,27870289,58,0,48,58,-12150072.57,0.56404928
2016,Fire,Riverdale Firefighters Pension Fund,5085903.21,10593100.95,19,0,14,19,-5507197.74,0.480114674
2016,Fire,Robbins Firefighters Pension Fund,127585.82,646174.14,16,0,4,16,-518588.32,0.197448044
2016,Fire,Roberts Park FPD Firefighters Pension Fund,9640021.94,19523273.48,0,0,1,0,-9883251.54,0.493770778
2016,Fire,Robinson FPD Firefighters Pension Fund,3781446.57,5984368.88,15,1,11,16,-2202922.31,0.631887279
2016,Fire,Rochelle Firefighters Pension Fund,8653696.68,13013676.08,9,0,6,9,-4359979.4,0.664969424
2016,Fire,Rock Falls Firefighters Pension Fund,6884076.81,9724783.19,12,1,9,13,-2840706.38,0.707890004
2016,Fire,Rock Island Firefighters Pension Fund,22563779.21,70173207.55,14,0,7,14,-47609428.34,0.321544076
2016,Fire,Rockford Firefighters Pension Fund,163256141.6,321472924.5,58,0,54,58,-158216782.8,0.507837921
2016,Fire,Rolling Meadows Firefighters Pension Fund,29966850.29,66961763.88,248,12,206,260,-36994913.59,0.447521818
2016,Fire,Romeoville Firefighters Pension Fund,8178536.79,8709597.13,40,1,38,41,-531060.34,0.939025843
2016,Fire,Roselle Firefighters Pension Fund,6776311.66,9805005.29,19,1,5,20,-3028693.63,0.691107395
2016,Fire,Rutland/Dundee Twps FPD Firefighter's Pension Fund,3328719.46,4329856.37,12,0,3,12,-1001136.91,0.768782882
2016,Fire,Salem FPD Firefighters Pension Fund,2158119.53,2902459.23,8,0,3,8,-744339.7,0.743548611
2016,Fire,Sauk Village Firefighters Pension Fund,115992.92,1014169.69,4,0,2,4,-898176.77,0.1143723
2016,Fire,Savanna Firefighters Pension Fund,1285072.49,2612144.67,0,0,0,0,-1327072.18,0.491960688
2016,Fire,Schaumburg Firefighters Pension Fund,109958141.8,166143623.3,2,0,3,2,-56185481.46,0.661825833
2016,Fire,Schiller Park Firefighters Pension Fund,12881281.52,24054737.66,116,6,64,122,-11173456.14,0.535498732
2016,Fire,Shelbyville FPD Firefighters Pension Fund,954081.33,2141109.77,26,1,14,27,-1187028.44,0.445601315
2016,Fire,Signal Hill FPD Firefighters Pension Fund,670739.84,805628.21,4,0,3,4,-134888.37,0.832567469
2016,Fire,Silvis Firefighters Pension Fund,449735.68,737164.42,1,0,0,1,-287428.74,0.610088696
2016,Fire,Skokie Firefighters Pension Fund,73265479.22,147600405.1,1,0,0,1,-74334925.89,0.496377223
2016,Fire,South Beloit Firefighters Pension Fund,1489364.39,2936551.23,113,2,79,115,-1447186.84,0.507181477
2016,Fire,South Chicago Heights Firefighters Pension Fund,26423.24,339222.39,4,0,0,4,-312799.15,0.077893561
2016,Fire,South Elgin/Countryside FPD Firefighters Pension F,11317952.74,16943811.01,0,0,1,0,-5625858.27,0.667969723
2016,Fire,South Holland Firefighters Pension Fund,13169842.18,16945632.82,29,1,3,30,-3775790.64,0.777182081
2016,Fire,Springfield Firefighter's Pension Fund,121641358.6,267891376.6,22,1,7,23,-146250018,0.454069706
2016,Fire,St Charles Firefighters Pension Fund,36038643.13,47352255.67,210,5,171,215,-11313612.54,0.761075531
2016,Fire,Sterling Firefighters Pension Fund,12051305.45,22114178.75,45,0,15,45,-10062873.3,0.544958309
2016,Fire,Stillman FPD Pension Fund,262883.32,355638.33,19,0,24,19,-92755.01,0.739187252
2016,Fire,Streamwood Firefighters Pension Fund,37027349.09,46825674.39,1,0,0,1,-9798325.3,0.79074887
2016,Fire,Streator Firefighters Pension Fund,5320960.19,13447051.56,48,2,17,50,-8126091.37,0.395697166
2016,Fire,Sugar Grove FPD Firefighter's Pension Fund,3221221.14,4192378.35,16,0,11,16,-971157.21,0.768351726
2016,Fire,Sullivan FPD Firefighters Pension Fund,3703109.13,6521691.88,14,3,0,17,-2818582.75,0.567814181
2016,Fire,Swansea Firefighters Pension Fund,651046.04,1220211.88,10,0,4,10,-569165.84,0.533551632
2016,Fire,Sycamore Firefighters Pension Fund,13131284.13,21359584.75,2,0,0,2,-8228300.62,0.614772445
2016,Fire,Taylorville Firefighters Pension Fund,5754878.04,8912250.79,29,0,6,29,-3157372.75,0.645726672
2016,Fire,Tri-State FPD Firefighters Pension Fund,33045416.39,46342806.11,17,0,9,17,-13297389.72,0.713064641
2016,Fire,Tri-Township FPD Firefighters Pension Fund,2225591.76,6298892.96,43,1,15,44,-4073301.2,0.353330621
2016,Fire,Troy FPD Firefighters Pension Fund,1104490.09,1828806.49,6,0,3,6,-724316.4,0.603940382
2016,Fire,University Park Firefighters Pension Fund,6407181.91,10670743.5,12,0,0,12,-4263561.59,0.600443813
2016,Fire,Urbana Firefighters Pension Fund,43358792.84,49556206.78,14,1,2,15,-6197413.94,0.874941721
2016,Fire,Villa Park Firefighters Pension Fund,15961188.6,25279774.81,54,2,32,56,-9318586.21,0.631381756
2016,Fire,Warrenville FPD Firefighters Pension Fund,3993912.21,5671519.44,24,2,14,26,-1677607.23,0.704204976
2016,Fire,Wauconda FPD Firefighter's Pension Fund,20754234.06,38414094.21,9,0,2,9,-17659860.15,0.540276544
2016,Fire,Waukegan Firefighters Pension Fund,63098055.63,127082664,37,0,11,37,-63984608.38,0.496511905
2016,Fire,West Chicago FPD Firefighters Pension Fund,30936558.04,33667024,113,2,67,115,-2730465.96,0.918897912
2016,Fire,West Dundee Firefighters Pension Fund,6538990.61,9426218.94,40,1,12,41,-2887228.33,0.69370239
2016,Fire,Westchester Firefighters Pension Fund,22101442.85,32968137.41,8,0,4,8,-10866694.56,0.670387974
2016,Fire,Western Springs Firefighters Pension Fund,306001.18,276152.91,26,0,16,26,29848.27,1.108086024
2016,Fire,Wheaton Firefighters Pension Fund,28824868.46,39232277.29,1,0,0,1,-10407408.83,0.734723306
2016,Fire,Wheeling Firefighters Pension Fund,36451585.6,64184831.13,37,0,18,37,-27733245.53,0.567915892
2016,Fire,Williamson County Firefighters Pension Fund,933136.78,646947.62,50,0,30,50,286189.16,1.442368364
2016,Fire,Willow Springs Firefighters Pension Fund,265486.38,539026.16,4,0,2,4,-273539.78,0.492529676
2016,Fire,Wilmette Firefighters Pension Fund,44669362.11,69778291.48,0,0,0,0,-25108929.37,0.640161305
2016,Fire,Wilmington FPD Firefighter's Pension Fund,491120.04,701759.33,43,1,48,44,-210639.29,0.699841126
2016,Fire,Win-Bur-Sew FPD Firefighters Pension Fund,338957.6,767532.58,2,0,0,2,-428574.98,0.44161982
2016,Fire,Winfield FPD Firefighters Pension Fund,4805376.08,4747063.76,1,0,0,1,58312.32,1.012283871
2016,Fire,Winnetka Firefighters Pension Fund,25852703.08,38062210.6,12,0,0,12,-12209507.52,0.679222322
2016,Fire,Wood Dale FPD Firefighters Pension Fund,13691603.7,35579319.71,24,0,22,24,-21887716.01,0.384819154
2016,Fire,Wood River Firefighters Pension Fund,5612256.81,9165367.56,27,0,13,27,-3553110.75,0.612332978
2016,Fire,Woodstock Fire/Rescue District Firefighters Pension,7521921.44,11957962.77,10,0,7,10,-4436041.33,0.629030344
2016,Fire,Worth Firefighters Pension Fund,2875727.97,3964685.19,37,2,2,39,-1088957.22,0.725335766
2016,Fire,York Center Fire Protection District,917915.83,1261149.71,0,0,1,0,-343233.88,0.727840496
2016,Fire,Zion Firefighters Pension Fund,16297268.8,29908121.52,3,0,0,3,-13610852.72,0.544911147
2015,Police,Addison Police Pension Fund,40250967.38,70037131.82,60,7,40,67,-29786164.44,0.574708963
2015,Police,Algonquin Police Pension Fund,21751981.54,33631647.63,38,8,9,46,-11879666.09,0.646771213
2015,Police,Alsip Police Pension Fund,18249927.3,50779873.3,37,4,30,41,-32529946,0.359392927
2015,Police,Alton Police Pension Fund,21739242.5,67560607.13,56,3,60,59,-45821364.63,0.321773936
2015,Police,Anna Police Pension Fund,2253896.95,5003462.56,7,0,4,7,-2749565.61,0.450467436
2015,Police,Antioch Police Pension Fund,8185846.89,24640940.62,23,3,13,26,-16455093.73,0.33220513
2015,Police,Arlington Heights Police Fund,110416168.7,139708455.1,94,13,66,107,-29292286.43,0.790332758
2015,Police,Aurora Police Pension Fund,182961809.9,340634768.7,255,34,159,289,-157672958.7,0.537120185
2015,Police,Barrington Hills Police Pension Fund,8939621.5,14503798.3,16,0,5,16,-5564176.8,0.616364163
2015,Police,Barrington Police Pension Fund,19390799.2,34242649.16,19,3,22,22,-14851849.96,0.566276257
2015,Police,Bartlett Police Pension Fund,34065602.63,42068101.31,45,10,13,55,-8002498.68,0.809772763
2015,Police,Bartonville Police Pension Fund,3014456.09,3591400.45,11,0,1,11,-576944.36,0.839353932
2015,Police,Batavia Police Pension Fund,28078704.84,47975863.72,37,3,16,40,-19897158.88,0.585267313
2015,Police,Beardstown Police Pension Fund,1498747.44,2927691.23,6,0,2,6,-1428943.79,0.511921279
2015,Police,Belleville Police Pension Fund,35795744.08,66685934.52,74,11,45,85,-30890190.44,0.536781022
2015,Police,Bellwood Police Pension Fund,30454794.06,47407575.91,33,3,27,36,-16952781.85,0.642403529
2015,Police,Belvidere Police Pension Fund,18639347.18,27709044.13,36,5,19,41,-9069696.95,0.672680988
2015,Police,Bensenville Police Pension Fund,17048001.2,30845288.78,31,3,16,34,-13797287.58,0.552693843
2015,Police,Benton Police Pension Fund,2464485.7,6189467.04,9,1,7,10,-3724981.34,0.398174138
2015,Police,Berkeley Police Pension Fund,7944955.29,13485109.8,16,0,12,16,-5540154.51,0.589165043
2015,Police,Berwyn Police Pension Fund,79121011.45,107611706.1,102,5,51,107,-28490694.66,0.735245396
2015,Police,Bethalto Police Pension Fund,6745829.2,10769402.5,13,1,7,14,-4023573.3,0.626388437
2015,Police,Bloomingdale Police Pension Fund,29262812.53,50856695.61,39,6,20,45,-21593883.08,0.575397441
2015,Police,Bloomington Police Pension Fund,62390790.26,117907100.8,120,3,63,123,-55516310.52,0.529152102
2015,Police,Blue Island Police Pension Fund,10687400.44,35104857.29,33,1,23,34,-24417456.85,0.304442213
2015,Police,Bolingbrook Police Pension Fund,56680049.69,107191203.5,104,8,42,112,-50511153.79,0.528775197
2015,Police,Bourbonnais Police Pension Fund,11888939.31,15869578.26,24,0,9,24,-3980638.95,0.749165423
2015,Police,Bradley Police Pension Fund,14396044.49,21905397.95,32,1,11,33,-7509353.46,0.657191644
2015,Police,Braidwood Police Pension Fund,3327854.77,5771738.38,11,1,1,12,-2443883.61,0.576577549
2015,Police,Bridgeview Police Pension Fund,21549983.77,40281744.07,30,1,20,31,-18731760.3,0.534981398
2015,Police,Broadview Police Pension Fund,25110616.85,37254263.15,27,2,22,29,-12143646.3,0.674033378
2015,Police,Brookfield Police Pension Fund,15404797.25,32575446.08,28,1,23,29,-17170648.83,0.472895972
2015,Police,Buffalo Grove Police Pension Fund,58973440.65,83904505.51,49,12,41,61,-24931064.86,0.702863813
2015,Police,Burbank Police Pension Fund,37247814.89,51473142.78,48,1,29,49,-14225327.89,0.723635917
2015,Police,Burnham Police Pension Fund,2003239.9,7151035.2,10,0,4,10,-5147795.3,0.280132854
2015,Police,Burr Ridge Police Pension Fund,15253230.07,21532037.19,24,3,10,27,-6278807.12,0.708396978
2015,Police,Cahokia Police Pension Fund,15100110.2,22058679.4,29,2,15,31,-6958569.2,0.684542802
2015,Police,Cairo Police Pension Fund,1262773.45,5410066.61,2,0,8,2,-4147293.16,0.233411812
2015,Police,Calumet City Police Pension Fund,48158054.53,86625172.65,76,8,44,84,-38467118.12,0.555936029
2015,Police,Calumet Park Police Pension Fund,7459742.84,15416023.2,17,2,6,19,-7956280.36,0.483895408
2015,Police,Campton Hills Police Pension Fund,1185843.26,1483954.74,6,0,0,6,-298111.48,0.799110127
2015,Police,Canton Police Pension Fund,15053336.28,18715365.71,22,1,14,23,-3662029.43,0.80433033
2015,Police,Carbondale Police Pension Fund,22557229.13,46387098.46,54,14,37,68,-23829869.33,0.486282391
2015,Police,Carlinville Police Pension Fund,3893519.06,6712461.71,12,0,8,12,-2818942.65,0.580043392
2015,Police,Carmi Police Pension Fund,3482550.48,7699949.99,8,1,8,9,-4217399.51,0.452282221
2015,Police,Carol Stream Police Pension Fund,41697018.45,59774049.87,54,10,25,64,-18077031.42,0.697577269
2015,Police,Carpentersville Police Pension Fund,35803813.87,61546580.37,60,3,27,63,-25742766.5,0.581735227
2015,Police,Carterville Police Pension Fund,406922.16,1384650.44,7,0,0,7,-977728.28,0.293880786
2015,Police,Cary Police Pension Fund,9319852.86,18538494.67,23,3,9,26,-9218641.81,0.502729754
2015,Police,Caseyville Police Pension Fund,2356265.52,4560596.39,11,0,2,11,-2204330.87,0.516657323
2015,Police,Centralia Police Pension Fund,10149722.57,20804080.51,19,2,22,21,-10654357.94,0.487871721
2015,Police,Centreville Police Pension Fund,1042862.2,3834896.63,6,1,1,7,-2792034.43,0.271940107
2015,Police,Champaign Police Pension Fund,88216493.82,114160087,111,11,67,122,-25943593.2,0.772743751
2015,Police,Channahon Police Pension Fund,6643568.75,11265287.04,23,0,3,23,-4621718.29,0.58973808
2015,Police,Charleston Police Pension Fund,12254272.18,26177324,30,1,19,31,-13923051.82,0.468125473
2015,Police,Chatham Police Pension Fund,6030951.61,9031545.82,15,1,4,16,-3000594.21,0.667765157
2015,Police,Cherry Valley Police Pension Fund,2812468.89,10893873.44,13,1,6,14,-8081404.55,0.258169778
2015,Police,Chester Police Pension Fund,2937267.52,3821288.02,9,0,5,9,-884020.5,0.768659024
2015,Police,Chicago Heights Police Pension Fund,45062632.03,90483164.38,78,1,51,79,-45420532.35,0.498022282
2015,Police,Chicago Ridge Police Pension Fund,17928514.02,35018145.03,30,1,15,31,-17089631.01,0.511977833
2015,Police,Chillicothe Police Pension Fund,3326205.29,4963627.42,10,0,4,10,-1637422.13,0.670115826
2015,Police,Cicero Police Pension Fund,62881270.89,129202978.5,138,13,67,151,-66321707.57,0.486685924
2015,Police,Clarendon Hills Police Pension Fund,8782212.94,14362687.13,12,2,8,14,-5580474.19,0.611460297
2015,Police,Clinton Police Pension Fund,5110160.98,5456177.18,13,0,4,13,-346016.2,0.936582668
2015,Police,Coal City Police Pension Fund,1807034.3,7362771.46,11,0,3,11,-5555737.16,0.245428547
2015,Police,Collinsville Police Pension Fund,23484564.96,35708784.33,37,3,19,40,-12224219.37,0.657669125
2015,Police,Colona Police Pension Fund,2070242.63,4410758.47,8,3,4,11,-2340515.84,0.469362048
2015,Police,Columbia Police Pension Fund,5424144.32,7576300.91,13,2,5,15,-2152156.59,0.715935703
2015,Police,Country Club Hills Police Pension Fund,18322265.53,32623867.5,29,5,15,34,-14301601.97,0.561621504
2015,Police,Countryside Police Pension Fund,18785909.15,33158234.04,21,2,14,23,-14372324.89,0.566553367
2015,Police,Crest Hill Police Pension Fund,14954038.65,21887734.9,26,2,11,28,-6933696.25,0.68321545
2015,Police,Crestwood Police Pension Fund,431001.84,1104538.1,5,0,1,5,-673536.26,0.390210025
2015,Police,Crete Police Pension Fund,6704337.96,9570004.01,17,0,5,17,-2865666.05,0.700557487
2015,Police,Creve Coeur Police Pension Fund,1744107.91,3647194.87,6,0,4,6,-1903086.96,0.478205298
2015,Police,Crystal Lake Police Pension Fund,33819665.31,57055321.42,61,4,23,65,-23235656.11,0.592752165
2015,Police,Danville Police Pension Fund,20048105.01,57223763.98,53,9,51,62,-37175658.97,0.350345794
2015,Police,Darien Police Pension Fund,24499884.28,40358852.24,28,4,17,32,-15858967.96,0.607051066
2015,Police,Decatur Police Pension Fund,95670403.97,149831287.3,146,15,103,161,-54160883.34,0.63852087
2015,Police,Deerfield Police Pension Fund,40985017.27,52123372.58,36,3,28,39,-11138355.31,0.786307855
2015,Police,Dekalb Police Pension Fund,29908186.33,61099547.49,60,4,35,64,-31191361.16,0.48949931
2015,Police,Des Plaines Police Pension Fund,64316911.37,134040665.4,81,9,74,90,-69723754.01,0.479831335
2015,Police,Dixon Police Pension Fund,14589505.89,21462600.98,29,1,17,30,-6873095.09,0.679764112
2015,Police,Dolton Police Pension Fund,25862111.31,35473935.58,37,3,25,40,-9611824.27,0.72904545
2015,Police,Downers Grove Police Pension Fund,50011398.33,90181963.71,68,4,43,72,-40170565.38,0.554560982
2015,Police,Duquoin Police Pension Fund,3862774.2,7153048.9,11,0,3,11,-3290274.7,0.540017866
2015,Police,East Alton Police Pension Fund,2969638.11,8165489.86,10,0,6,10,-5195851.75,0.363681562
2015,Police,East Dundee Police Pension Fund,8038286.9,13781278.1,13,0,6,13,-5742991.2,0.583275865
2015,Police,East Moline Police Pension Fund,20579699.52,33361321.28,34,1,25,35,-12781621.76,0.616873035
2015,Police,East Peoria Police Pension Fund,26281107.49,40865339.19,43,2,26,45,-14584231.7,0.643114875
2015,Police,East St Louis Police Pension Fund,19102120.3,47974968.73,44,8,40,52,-28872848.43,0.398168478
2015,Police,Edwardsville Police Pension Fund,19424217.34,27192370.73,37,4,12,41,-7768153.39,0.714325997
2015,Police,Effingham Police Pension Fund,14046260.8,19027382.2,21,1,16,22,-4981121.4,0.738212995
2015,Police,Elburn Police Pension Fund,869566.22,2405697.4,5,0,1,5,-1536131.18,0.36146118
2015,Police,Eldorado Police Pension Fund,1636886.81,2589455.41,7,0,3,7,-952568.6,0.632135546
2015,Police,Elgin Police Pension Fund,92836746.12,194879775.2,166,16,94,182,-102043029.1,0.476379583
2015,Police,Elk Grove Village Police Pension Fund,69804344.49,110928921.2,87,8,56,95,-41124576.74,0.629270922
2015,Police,Elmhurst Police Pension Fund,56721206.82,89097998.45,59,8,61,67,-32376791.63,0.636615949
2015,Police,Elmwood Park Police Pension Fund,15609825.64,41081283.48,33,2,26,35,-25471457.84,0.379974147
2015,Police,Eureka Police Pension Fund,456074.62,406338.78,5,1,0,6,49735.84,1.122399934
2015,Police,Evanston Police Pension Fund,101317653.7,196519172.9,131,27,135,158,-95201519.11,0.515561165
2015,Police,Evergreen Park Police Pension Fund,47303844.34,61347053.96,55,5,31,60,-14043209.62,0.771085835
2015,Police,Fairfield Police Pension Fund,2363765.22,8041082.93,10,0,7,10,-5677317.71,0.293961055
2015,Police,Fairview Heights Police Pension Fund,24352708.82,35521649.79,41,1,21,42,-11168940.97,0.685573698
2015,Police,Flora Police Pension Fund,5152202.89,8398110.98,11,0,6,11,-3245908.09,0.613495452
2015,Police,Flossmoor Police Pension Fund,12701212.55,19466150.9,18,1,9,19,-6764938.35,0.652476836
2015,Police,Forest Park Police Pension Fund,22126207.44,40339992.29,34,2,23,36,-18213784.85,0.5484931
2015,Police,Forest View Police Pension Fund,2528722.85,9449627.53,8,0,7,8,-6920904.68,0.267600267
2015,Police,Fox Lake Police Pension Fund,13803151.04,18564512.74,22,3,7,25,-4761361.7,0.743523476
2015,Police,Fox River Grove Police Pension Fund,1390465.07,8677694.55,8,2,5,10,-7287229.48,0.160234387
2015,Police,Frankfort Police Pension Fund,10537654.44,18981007.23,25,2,8,27,-8443352.79,0.555168349
2015,Police,Franklin Park Police Pension Fund,23611822.47,53819238.39,44,3,33,47,-30207415.92,0.438724575
2015,Police,Freeport Police Pension Fund,21793222.63,41397782.56,40,5,35,45,-19604559.93,0.52643454
2015,Police,Galesburg Police Pension Fund,24995072.35,46783677.96,46,4,39,50,-21788605.61,0.534269075
2015,Police,Geneseo Police Pension Fund,5042100.24,8621716.11,13,0,7,13,-3579615.87,0.584813995
2015,Police,Geneva Police Pension Fund,18573410.04,33253881.58,33,3,14,36,-14680471.54,0.558533595
2015,Police,Genoa Police Pension Fund,1385538.38,5051405.58,5,1,0,6,-3665867.2,0.274287692
2015,Police,Gilberts Police Pension Fund,1759868.67,3030998.42,7,0,0,7,-1271129.75,0.580623421
2015,Police,Glen Carbon Police Pension Fund,5652178.03,6685403.85,20,1,1,21,-1033225.82,0.8454505
2015,Police,Glen Ellyn Police Pension Fund,28065713.78,40827959,34,4,25,38,-12762245.22,0.687414078
2015,Police,Glencoe Police Pension Fund,31393215.34,47275126.37,30,3,21,33,-15881911.03,0.664053547
2015,Police,Glendale Heights Police Pension Fund,34898078.05,54002773.42,45,8,21,53,-19104695.37,0.646227515
2015,Police,Glenview Police Pension Fund,72145291.14,91280641.49,61,7,45,68,-19135350.35,0.790367924
2015,Police,Glenwood Police Pension Fund,7439257.51,15044505.7,20,1,11,21,-7605248.19,0.494483346
2015,Police,Granite City Police Pension Fund,17349073.66,51608610.6,53,5,35,58,-34259536.94,0.336166261
2015,Police,Grayslake Police Pension Fund,16528550.32,19948112.94,26,4,5,30,-3419562.62,0.828577138
2015,Police,Greenville Police Pension Fund,3914549.98,6164466.66,9,1,3,10,-2249916.68,0.635018437
2015,Police,Gurnee Police Pension Fund,37679906.78,54000417.93,55,8,20,63,-16320511.15,0.697770651
2015,Police,Hampshire Police Pension Fund,905288.88,2723506.97,11,1,0,12,-1818218.09,0.332398224
2015,Police,Hanover Park Police Pension Fund,29169815.09,51262598.51,51,9,30,60,-22092783.42,0.569027243
2015,Police,Harrisburg Police Pension Fund,5288835.67,9715059.07,14,0,7,14,-4426223.4,0.544395627
2015,Police,Harvard Police Pension Fund,9259672.71,14394543.38,16,1,9,17,-5134870.67,0.643276585
2015,Police,Harvey Police Pension Fund,16547470.12,30159198.69,53,3,22,56,-13611728.57,0.548670749
2015,Police,Harwood Heights Police Pension Fund,17018826.48,25885546.3,22,3,11,25,-8866719.82,0.657464451
2015,Police,Hawthorn Woods Police Pension Fund,2952042.02,5394182.61,10,2,1,12,-2442140.59,0.547264013
2015,Police,Hazel Crest Police Pension Fund,14903514.21,25425496.98,22,3,12,25,-10521982.77,0.586164126
2015,Police,Herrin Police Pension Fund,5548988.42,11935886.55,18,0,5,18,-6386898.13,0.464899561
2015,Police,Hickory Hills Police Pension Fund,22002936.78,31105352.09,26,2,15,28,-9102415.31,0.707368196
2015,Police,Highland Park Police Pension Fund,34775156.1,74451094.48,47,9,45,56,-39675938.38,0.467087238
2015,Police,Highland Police Pension Fund,10008435.36,14066165.56,19,1,10,20,-4057730.2,0.711525491
2015,Police,Highwood Police Pension Fund,2858448.44,4030215.06,11,0,2,11,-1171766.62,0.709254568
2015,Police,Hillsboro Police Pension Fund,1429212.38,2852071.53,7,0,1,7,-1422859.15,0.501113792
2015,Police,Hillside Police Pension Fund,16969496.33,35254340.47,25,0,15,25,-18284844.14,0.481344881
2015,Police,Hinsdale Police Pension Fund,26218082.84,33000386.94,24,1,14,25,-6782304.1,0.794478043
2015,Police,Hodgkins Police Pension Fund,12172570.11,21499105.97,18,2,9,20,-9326535.86,0.566189595
2015,Police,Hoffman Estates Police Pension Fund,70534675.7,118513901.1,82,9,49,91,-47979225.43,0.595159513
2015,Police,Homewood Police Pension Fund,25203084.01,44615037.26,31,5,24,36,-19411953.25,0.564901109
2015,Police,Hoopeston Police Pension Fund,3292330.67,4866174.55,11,0,6,11,-1573843.88,0.676574717
2015,Police,Huntley Police Pension Fund,6826880.55,13355341.37,29,4,4,33,-6528460.82,0.511172299
2015,Police,Island Lake Police Pension Fund,3597057.07,7162055.19,10,3,3,13,-3564998.12,0.502238111
